Accelerometor Data,Action
"[[9.192959785461426, 2.834496021270752, -2.9494080543518066], [-1.3023359775543213, -9.346176147460938, 1.1491199731826782]]",standing
"[[9.192959785461426, 2.834496021270752, -2.9494080543518066], [-1.3023359775543213, -9.346176147460938, 1.1491199731826782]]",standing
"[[9.192959785461426, 2.834496021270752, -2.9494080543518066], [-1.034208059310913, -9.231264114379883, 1.2257280349731445]]",standing
"[[9.154656410217285, 3.2558400630950928, -2.5663681030273438], [-1.034208059310913, -9.231264114379883, 1.2257280349731445]]",standing
"[[9.154656410217285, 3.2558400630950928, -2.5663681030273438], [-1.034208059310913, -9.231264114379883, 1.2257280349731445]]",standing
"[[9.078047752380371, 3.3324480056762695, -2.7195839881896973], [-1.264032006263733, -9.192959785461426, 0.6894720196723938]]",standing
"[[9.078047752380371, 3.3324480056762695, -2.7195839881896973], [-1.1108160018920898, -9.53769588470459, 0.1149120032787323]]",standing
"[[8.733311653137207, 3.447360038757324, -3.0643200874328613], [-1.1108160018920898, -9.53769588470459, 0.1149120032787323]]",standing
"[[8.733311653137207, 3.447360038757324, -3.0643200874328613], [-1.1108160018920898, -9.53769588470459, 0.1149120032787323]]",standing
"[[9.078047752380371, 3.217535972595215, -2.9877119064331055], [-1.9918080568313599, -9.26956844329834, -0.03830400109291077]]",standing
"[[9.078047752380371, 3.217535972595215, -2.9877119064331055], [-2.528064012527466, -9.192959785461426, -0.30643200874328613]]",standing
"[[9.154656410217285, 3.10262393951416, -2.796191930770874], [-2.528064012527466, -9.192959785461426, -0.30643200874328613]]",standing
"[[9.154656410217285, 3.10262393951416, -2.796191930770874], [-2.528064012527466, -9.192959785461426, -0.30643200874328613]]",standing
"[[9.154656410217285, 3.10262393951416, -2.796191930770874], [-2.528064012527466, -9.192959785461426, -0.30643200874328613]]",standing
"[[9.154656410217285, 3.0260159969329834, -2.757888078689575], [-2.6429760456085205, -9.116352081298828, -0.19152000546455383]]",standing
"[[9.154656410217285, 3.0260159969329834, -2.757888078689575], [-2.6429760456085205, -9.116352081298828, -0.19152000546455383]]",standing
"[[9.154656410217285, 3.0260159969329834, -2.757888078689575], [-1.7619839906692505, -9.26956844329834, 0.19152000546455383]]",standing
"[[9.154656410217285, 3.0260159969329834, -2.757888078689575], [-1.7619839906692505, -9.26956844329834, 0.19152000546455383]]",standing
"[[9.154656410217285, 3.0260159969329834, -2.757888078689575], [-1.7619839906692505, -9.26956844329834, 0.19152000546455383]]",standing
"[[9.53769588470459, 2.528064012527466, -2.5663681030273438], [-1.2257280349731445, -9.346176147460938, 1.0725120306015015]]",standing
"[[9.53769588470459, 2.528064012527466, -2.5663681030273438], [-1.2257280349731445, -9.346176147460938, 1.0725120306015015]]",standing
"[[9.53769588470459, 2.528064012527466, -2.5663681030273438], [-1.2257280349731445, -9.346176147460938, 1.0725120306015015]]",standing
"[[9.384480476379395, 2.489759922027588, -2.5663681030273438], [-0.9959040284156799, -9.53769588470459, 1.5321600437164307]]",standing
"[[9.384480476379395, 2.489759922027588, -2.5663681030273438], [-0.8426880240440369, -9.576000213623047, 1.5321600437164307]]",standing
"[[9.384480476379395, 2.489759922027588, -2.5663681030273438], [-0.8426880240440369, -9.576000213623047, 1.5321600437164307]]",standing
"[[9.30787181854248, 2.757888078689575, -2.5663681030273438], [-0.8426880240440369, -9.576000213623047, 1.5321600437164307]]",standing
"[[9.30787181854248, 2.757888078689575, -2.5663681030273438], [-0.8426880240440369, -9.576000213623047, 1.5321600437164307]]",standing
"[[9.30787181854248, 2.757888078689575, -2.5663681030273438], [-0.8426880240440369, -9.576000213623047, 1.5321600437164307]]",standing
"[[9.30787181854248, 2.757888078689575, -2.5663681030273438], [-1.1108160018920898, -9.499391555786133, 1.1874239444732666]]",standing
"[[9.231264114379883, 2.6429760456085205, -2.9111039638519287], [-1.1108160018920898, -9.499391555786133, 1.1874239444732666]]",standing
"[[9.231264114379883, 2.6429760456085205, -2.9111039638519287], [-1.1108160018920898, -9.499391555786133, 1.1874239444732666]]",standing
"[[9.231264114379883, 2.6429760456085205, -2.9111039638519287], [-1.1108160018920898, -9.499391555786133, 1.1874239444732666]]",standing
"[[9.231264114379883, 2.6429760456085205, -2.9111039638519287], [-1.570464015007019, -9.231264114379883, 0.5745599865913391]]",standing
"[[9.078047752380371, 3.179231882095337, -2.9494080543518066], [-1.570464015007019, -9.231264114379883, 0.5745599865913391]]",standing
"[[9.078047752380371, 3.179231882095337, -2.9494080543518066], [-1.570464015007019, -9.231264114379883, 0.5745599865913391]]",standing
"[[9.078047752380371, 3.179231882095337, -2.9494080543518066], [-1.570464015007019, -9.231264114379883, 0.5745599865913391]]",standing
"[[9.078047752380371, 3.179231882095337, -2.9494080543518066], [-1.8002879619598389, -9.30787181854248, 0.5362560153007507]]",standing
"[[9.001440048217773, 3.217535972595215, -2.834496021270752], [-1.8002879619598389, -9.30787181854248, 0.5362560153007507]]",standing
"[[9.001440048217773, 3.217535972595215, -2.834496021270752], [-2.2982399463653564, -9.231264114379883, -0.15321600437164307]]",standing
"[[9.001440048217773, 3.217535972595215, -2.834496021270752], [-2.2982399463653564, -9.231264114379883, -0.15321600437164307]]",standing
"[[9.001440048217773, 3.217535972595215, -2.834496021270752], [-2.2982399463653564, -9.231264114379883, -0.15321600437164307]]",standing
"[[9.001440048217773, 3.0260159969329834, -3.10262393951416], [-2.2982399463653564, -9.231264114379883, -0.15321600437164307]]",standing
"[[9.001440048217773, 3.0260159969329834, -3.10262393951416], [-2.6812798976898193, -9.154656410217285, -0.07660800218582153]]",standing
"[[9.231264114379883, 3.2558400630950928, -2.87280011177063], [-2.6812798976898193, -9.154656410217285, -0.07660800218582153]]",standing
"[[9.231264114379883, 3.2558400630950928, -2.87280011177063], [-2.6812798976898193, -9.154656410217285, -0.3447360098361969]]",standing
"[[9.231264114379883, 3.2558400630950928, -2.87280011177063], [-2.6812798976898193, -9.154656410217285, -0.3447360098361969]]",standing
"[[9.346176147460938, 2.834496021270752, -2.413151979446411], [-2.6812798976898193, -9.154656410217285, -0.3447360098361969]]",standing
"[[9.346176147460938, 2.834496021270752, -2.413151979446411], [-2.6812798976898193, -9.154656410217285, -0.3447360098361969]]",standing
"[[9.346176147460938, 2.834496021270752, -2.413151979446411], [-2.6812798976898193, -9.154656410217285, -0.3447360098361969]]",standing
"[[9.346176147460938, 2.834496021270752, -2.413151979446411], [-1.8002879619598389, -9.384480476379395, 0.42134401202201843]]",standing
"[[9.499391555786133, 2.413151979446411, -2.5663681030273438], [-1.8002879619598389, -9.384480476379395, 0.42134401202201843]]",standing
"[[9.499391555786133, 2.413151979446411, -2.5663681030273438], [-1.8002879619598389, -9.384480476379395, 0.42134401202201843]]",standing
"[[9.499391555786133, 2.413151979446411, -2.5663681030273438], [-1.2257280349731445, -9.384480476379395, 0.8426880240440369]]",standing
"[[9.461088180541992, 2.451456069946289, -2.528064012527466], [-1.2257280349731445, -9.384480476379395, 0.8426880240440369]]",standing
"[[9.461088180541992, 2.451456069946289, -2.528064012527466], [-1.2257280349731445, -9.384480476379395, 0.8426880240440369]]",standing
"[[9.461088180541992, 2.451456069946289, -2.528064012527466], [-1.2257280349731445, -9.384480476379395, 0.8426880240440369]]",standing
"[[9.461088180541992, 2.451456069946289, -2.528064012527466], [-1.3023359775543213, -9.30787181854248, 1.4938559532165527]]",standing
"[[9.461088180541992, 2.451456069946289, -2.757888078689575], [-1.3023359775543213, -9.30787181854248, 1.4938559532165527]]",standing
"[[9.461088180541992, 2.451456069946289, -2.757888078689575], [-1.5321600437164307, -9.30787181854248, 1.5321600437164307]]",standing
"[[9.001440048217773, 2.6812798976898193, -2.834496021270752], [-1.5321600437164307, -9.30787181854248, 1.5321600437164307]]",standing
"[[7.277760028839111, 5.783904075622559, -2.2982399463653564], [0.49795201420783997, -10.571904182434082, 0.30643200874328613]]",walking
"[[7.277760028839111, 5.783904075622559, -2.2982399463653564], [0.49795201420783997, -10.571904182434082, 0.30643200874328613]]",walking
"[[7.277760028839111, 5.783904075622559, -2.2982399463653564], [-7.2011518478393555, -13.559616088867188, -0.1149120032787323]]",walking
"[[10.533599853515625, -0.07660800218582153, 0.07660800218582153], [-7.2011518478393555, -13.559616088867188, -0.1149120032787323]]",walking
"[[10.533599853515625, -0.07660800218582153, 0.07660800218582153], [-7.2011518478393555, -13.559616088867188, -0.1149120032787323]]",walking
"[[8.963135719299316, 3.2558400630950928, -2.9877119064331055], [-2.834496021270752, -7.622496128082275, 0.7277759909629822]]",walking
"[[8.963135719299316, 3.2558400630950928, -2.9877119064331055], [-2.145024061203003, -9.844127655029297, 0.4596480131149292]]",walking
"[[8.963135719299316, 4.864607810974121, -2.2216320037841797], [-2.1833279132843018, -9.882431983947754, 4.251743793487549]]",walking
"[[8.618399620056152, 1.5321600437164307, -3.2941439151763916], [-2.1833279132843018, -9.882431983947754, 4.251743793487549]]",walking
"[[8.618399620056152, 1.5321600437164307, -3.2941439151763916], [-2.1833279132843018, -9.882431983947754, 4.251743793487549]]",walking
"[[8.618399620056152, 1.5321600437164307, -3.2941439151763916], [-2.1833279132843018, -9.882431983947754, 4.251743793487549]]",walking
"[[8.618399620056152, 1.5321600437164307, -3.2941439151763916], [-2.3365440368652344, -6.664896011352539, -0.4596480131149292]]",walking
"[[8.618399620056152, 1.5321600437164307, -3.2941439151763916], [-2.3365440368652344, -6.664896011352539, -0.4596480131149292]]",walking
"[[8.848223686218262, 3.179231882095337, -1.953503966331482], [-2.3365440368652344, -6.664896011352539, -0.4596480131149292]]",walking
"[[8.848223686218262, 3.179231882095337, -1.953503966331482], [-1.5321600437164307, -10.227168083190918, 0.19152000546455383]]",walking
"[[9.03974437713623, 4.3666558265686035, -2.0301120281219482], [-1.5321600437164307, -10.227168083190918, 0.19152000546455383]]",walking
"[[9.03974437713623, 4.3666558265686035, -2.0301120281219482], [2.757888078689575, -7.928927898406982, -2.2599360942840576]]",walking
"[[9.03974437713623, 4.3666558265686035, -2.0301120281219482], [2.757888078689575, -7.928927898406982, -2.2599360942840576]]",walking
"[[8.350272178649902, 3.10262393951416, -1.1874239444732666], [2.757888078689575, -7.928927898406982, -2.2599360942840576]]",walking
"[[8.350272178649902, 3.10262393951416, -1.1874239444732666], [-3.447360038757324, -11.797632217407227, 1.4938559532165527]]",walking
"[[8.771615982055664, 1.9918080568313599, -4.136832237243652], [-3.447360038757324, -11.797632217407227, 1.4938559532165527]]",walking
"[[8.771615982055664, 1.9918080568313599, -4.136832237243652], [-3.447360038757324, -11.797632217407227, 1.4938559532165527]]",walking
"[[8.771615982055664, 1.9918080568313599, -4.136832237243652], [-3.447360038757324, -11.797632217407227, 1.4938559532165527]]",walking
"[[8.771615982055664, 1.9918080568313599, -4.136832237243652], [-1.5321600437164307, -9.53769588470459, 0.7660800218582153]]",walking
"[[10.571904182434082, 3.6005759239196777, -1.723680019378662], [-1.5321600437164307, -9.53769588470459, 0.7660800218582153]]",walking
"[[10.571904182434082, 3.6005759239196777, -1.723680019378662], [-1.5321600437164307, -9.53769588470459, 0.7660800218582153]]",walking
"[[10.571904182434082, 3.6005759239196777, -1.723680019378662], [0.8809919953346252, -12.448800086975098, -5.209343910217285]]",walking
"[[9.192959785461426, 2.87280011177063, -2.2982399463653564], [0.8809919953346252, -12.448800086975098, -5.209343910217285]]",walking
"[[9.192959785461426, 2.87280011177063, -2.2982399463653564], [0.8809919953346252, -12.448800086975098, -5.209343910217285]]",walking
"[[9.192959785461426, 2.87280011177063, -2.2982399463653564], [0.8809919953346252, -12.448800086975098, -5.209343910217285]]",walking
"[[9.192959785461426, 2.87280011177063, -2.2982399463653564], [-0.5362560153007507, -12.333888053894043, 0.1149120032787323]]",walking
"[[7.354368209838867, 2.145024061203003, -2.5663681030273438], [-0.5362560153007507, -12.333888053894043, 0.1149120032787323]]",walking
"[[7.354368209838867, 2.145024061203003, -2.5663681030273438], [-0.5362560153007507, -12.333888053894043, 0.1149120032787323]]",walking
"[[7.354368209838867, 2.145024061203003, -2.5663681030273438], [-0.5362560153007507, -12.333888053894043, 0.1149120032787323]]",walking
"[[7.354368209838867, 2.145024061203003, -2.5663681030273438], [-2.6046719551086426, -8.963135719299316, 1.417248010635376]]",walking
"[[7.354368209838867, 2.145024061203003, -2.5663681030273438], [-2.6046719551086426, -8.963135719299316, 1.417248010635376]]",walking
"[[9.116352081298828, 2.106719970703125, -1.723680019378662], [-2.6046719551086426, -8.963135719299316, 1.417248010635376]]",walking
"[[9.116352081298828, 2.106719970703125, -1.723680019378662], [-2.6046719551086426, -8.963135719299316, 1.417248010635376]]",walking
"[[9.116352081298828, 2.106719970703125, -1.723680019378662], [-3.4090559482574463, -6.971327781677246, -0.6894720196723938]]",walking
"[[9.116352081298828, 2.106719970703125, -1.723680019378662], [-3.4090559482574463, -6.971327781677246, -0.6894720196723938]]",walking
"[[9.116352081298828, 2.106719970703125, -1.723680019378662], [-3.4090559482574463, -6.971327781677246, -0.6894720196723938]]",walking
"[[10.495295524597168, 3.4090559482574463, -3.485663890838623], [-3.4090559482574463, -6.971327781677246, -0.6894720196723938]]",walking
"[[10.495295524597168, 3.4090559482574463, -3.485663890838623], [-0.7277759909629822, -11.337984085083008, 0.4596480131149292]]",walking
"[[8.311967849731445, 2.451456069946289, -2.6812798976898193], [-0.7277759909629822, -11.337984085083008, 0.4596480131149292]]",walking
"[[8.311967849731445, 2.451456069946289, -2.6812798976898193], [-0.7277759909629822, -11.337984085083008, 0.4596480131149292]]",walking
"[[8.311967849731445, 2.451456069946289, -2.6812798976898193], [-0.7277759909629822, -11.337984085083008, 0.4596480131149292]]",walking
"[[8.311967849731445, 2.451456069946289, -2.6812798976898193], [-7.2011518478393555, -3.868704080581665, 2.2216320037841797]]",walking
"[[9.499391555786133, 0.9192960262298584, 0.07660800218582153], [-7.2011518478393555, -3.868704080581665, 2.2216320037841797]]",walking
"[[9.499391555786133, 0.9192960262298584, 0.07660800218582153], [-7.2011518478393555, -3.868704080581665, 2.2216320037841797]]",walking
"[[9.499391555786133, 0.9192960262298584, 0.07660800218582153], [-7.2011518478393555, -3.868704080581665, 2.2216320037841797]]",walking
"[[9.001440048217773, 2.528064012527466, -3.140928030014038], [-4.902912139892578, -7.162847995758057, 0.26812800765037537]]",walking
"[[9.001440048217773, 2.528064012527466, -3.140928030014038], [-4.902912139892578, -7.162847995758057, 0.26812800765037537]]",walking
"[[9.001440048217773, 2.528064012527466, -3.140928030014038], [-4.902912139892578, -7.162847995758057, 0.26812800765037537]]",walking
"[[9.001440048217773, 2.528064012527466, -3.140928030014038], [-2.5663681030273438, -8.733311653137207, 0.6128640174865723]]",walking
"[[9.001440048217773, 2.528064012527466, -3.140928030014038], [-2.5663681030273438, -8.733311653137207, 0.6128640174865723]]",walking
"[[13.7128324508667, 2.757888078689575, -2.796191930770874], [-2.5663681030273438, -8.733311653137207, 0.6128640174865723]]",walking
"[[13.7128324508667, 2.757888078689575, -2.796191930770874], [-2.5663681030273438, -8.733311653137207, 0.6128640174865723]]",walking
"[[9.997344017028809, 2.374847888946533, -1.1874239444732666], [1.2257280349731445, -9.26956844329834, -3.7537920475006104]]",walking
"[[9.997344017028809, 2.374847888946533, -1.1874239444732666], [-2.489759922027588, -9.346176147460938, -1.2257280349731445]]",walking
"[[7.5458879470825195, 1.7619839906692505, -2.9494080543518066], [-2.489759922027588, -9.346176147460938, -1.2257280349731445]]",walking
"[[7.5458879470825195, 1.7619839906692505, -2.9494080543518066], [-2.489759922027588, -9.346176147460938, -1.2257280349731445]]",walking
"[[7.5458879470825195, 1.7619839906692505, -2.9494080543518066], [-0.26812800765037537, -9.26956844329834, -0.5745599865913391]]",walking
"[[7.5458879470825195, 1.7619839906692505, -2.9494080543518066], [-0.26812800765037537, -9.26956844329834, -0.5745599865913391]]",walking
"[[12.3721923828125, 1.3023359775543213, -1.5321600437164307], [-0.26812800765037537, -9.26956844329834, -0.5745599865913391]]",walking
"[[12.3721923828125, 1.3023359775543213, -1.5321600437164307], [1.953503966331482, -12.60201644897461, -7.162847995758057]]",walking
"[[10.533599853515625, 3.0260159969329834, -0.49795201420783997], [1.953503966331482, -12.60201644897461, -7.162847995758057]]",walking
"[[10.533599853515625, 3.0260159969329834, -0.49795201420783997], [1.953503966331482, -12.60201644897461, -7.162847995758057]]",walking
"[[10.533599853515625, 3.0260159969329834, -0.49795201420783997], [1.953503966331482, -12.60201644897461, -7.162847995758057]]",walking
"[[10.533599853515625, 3.0260159969329834, -0.49795201420783997], [-4.979519844055176, -11.950847625732422, 1.8768960237503052]]",walking
"[[8.082143783569336, 2.068416118621826, -3.4090559482574463], [-4.979519844055176, -11.950847625732422, 1.8768960237503052]]",walking
"[[8.082143783569336, 2.068416118621826, -3.4090559482574463], [-4.979519844055176, -11.950847625732422, 1.8768960237503052]]",walking
"[[8.082143783569336, 2.068416118621826, -3.4090559482574463], [-4.979519844055176, -11.950847625732422, 1.8768960237503052]]",walking
"[[8.082143783569336, 2.068416118621826, -3.4090559482574463], [0.03830400109291077, -9.805824279785156, 1.4555519819259644]]",walking
"[[11.797632217407227, 4.558176040649414, -2.2982399463653564], [0.03830400109291077, -9.805824279785156, 1.4555519819259644]]",walking
"[[11.797632217407227, 4.558176040649414, -2.2982399463653564], [-3.792095899581909, -9.461088180541992, -1.723680019378662]]",walking
"[[7.392672061920166, 2.796191930770874, -1.1108160018920898], [-3.792095899581909, -9.461088180541992, -1.723680019378662]]",walking
"[[7.392672061920166, 2.796191930770874, -1.1108160018920898], [-3.4090559482574463, -8.65670394897461, 4.864607810974121]]",walking
"[[7.392672061920166, 2.796191930770874, -1.1108160018920898], [-3.4090559482574463, -8.65670394897461, 4.864607810974121]]",walking
"[[7.928927898406982, 3.217535972595215, -3.868704080581665], [-1.723680019378662, -8.963135719299316, 1.1108160018920898]]",walking
"[[7.928927898406982, 3.217535972595215, -3.868704080581665], [-1.723680019378662, -8.963135719299316, 1.1108160018920898]]",walking
"[[7.928927898406982, 3.217535972595215, -3.868704080581665], [-1.723680019378662, -8.963135719299316, 1.1108160018920898]]",walking
"[[10.188863754272461, 5.285952091217041, -2.3365440368652344], [-1.723680019378662, -8.963135719299316, 1.1108160018920898]]",walking
"[[10.188863754272461, 5.285952091217041, -2.3365440368652344], [-3.830399990081787, -12.218976020812988, -4.558176040649414]]",walking
"[[8.043840408325195, 2.3365440368652344, -0.19152000546455383], [-3.830399990081787, -12.218976020812988, -4.558176040649414]]",walking
"[[8.043840408325195, 2.3365440368652344, -0.19152000546455383], [-3.830399990081787, -12.218976020812988, -4.558176040649414]]",walking
"[[8.043840408325195, 2.3365440368652344, -0.19152000546455383], [-3.830399990081787, -12.218976020812988, -4.558176040649414]]",walking
"[[8.043840408325195, 2.3365440368652344, -0.19152000546455383], [-3.830399990081787, -12.218976020812988, -4.558176040649414]]",walking
"[[8.043840408325195, 2.3365440368652344, -0.19152000546455383], [-10.41868782043457, -9.729215621948242, 2.6812798976898193]]",walking
"[[7.699103832244873, 2.489759922027588, -3.523967981338501], [-10.41868782043457, -9.729215621948242, 2.6812798976898193]]",walking
"[[7.699103832244873, 2.489759922027588, -3.523967981338501], [-0.6894720196723938, -9.26956844329834, 0.5362560153007507]]",walking
"[[7.699103832244873, 2.489759922027588, -3.523967981338501], [-0.6894720196723938, -9.26956844329834, 0.5362560153007507]]",walking
"[[12.448800086975098, 4.0602240562438965, -2.757888078689575], [-2.87280011177063, -9.078047752380371, -5.783904075622559]]",walking
"[[12.448800086975098, 4.0602240562438965, -2.757888078689575], [-2.87280011177063, -9.078047752380371, -5.783904075622559]]",walking
"[[12.448800086975098, 4.0602240562438965, -2.757888078689575], [-2.87280011177063, -9.078047752380371, -5.783904075622559]]",walking
"[[12.448800086975098, -0.8426880240440369, -1.6853760480880737], [-2.87280011177063, -9.078047752380371, -5.783904075622559]]",walking
"[[12.448800086975098, -0.8426880240440369, -1.6853760480880737], [-1.3789440393447876, -12.831839561462402, -1.1874239444732666]]",walking
"[[6.779808044433594, 5.74560022354126, -0.9959040284156799], [-1.3789440393447876, -12.831839561462402, -1.1874239444732666]]",walking
"[[6.779808044433594, 5.74560022354126, -0.9959040284156799], [-1.3789440393447876, -12.831839561462402, -1.1874239444732666]]",walking
"[[6.779808044433594, 5.74560022354126, -0.9959040284156799], [-1.3789440393447876, -12.831839561462402, -1.1874239444732666]]",walking
"[[8.503487586975098, 3.10262393951416, -0.8043839931488037], [-1.9918080568313599, -6.664896011352539, 0.7660800218582153]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-1.9918080568313599, -6.664896011352539, 0.7660800218582153]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-1.9918080568313599, -6.664896011352539, 0.7660800218582153]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-0.5362560153007507, -10.954943656921387, 0.49795201420783997]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-0.5362560153007507, -10.954943656921387, 0.49795201420783997]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-0.5362560153007507, -10.954943656921387, 0.49795201420783997]]",walking
"[[11.108160018920898, 3.7154879570007324, -2.2216320037841797], [-0.5362560153007507, -10.954943656921387, 0.49795201420783997]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-7.584191799163818, -3.6388800144195557, 3.2941439151763916]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-3.217535972595215, -7.814015865325928, 0.4596480131149292]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-3.217535972595215, -7.814015865325928, 0.4596480131149292]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-3.217535972595215, -7.814015865325928, 0.4596480131149292]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-3.217535972595215, -7.814015865325928, 0.4596480131149292]]",walking
"[[9.154656410217285, 4.175136089324951, -0.9959040284156799], [-1.9151999950408936, -8.465184211730957, 0.5745599865913391]]",walking
"[[7.660799980163574, 5.630688190460205, -1.417248010635376], [-1.9151999950408936, -8.465184211730957, 0.5745599865913391]]",walking
"[[7.660799980163574, 5.630688190460205, -1.417248010635376], [-4.175136089324951, -3.868704080581665, 2.796191930770874]]",walking
"[[8.4268798828125, 2.451456069946289, -0.2298240065574646], [-4.175136089324951, -3.868704080581665, 2.796191930770874]]",walking
"[[8.4268798828125, 2.451456069946289, -0.2298240065574646], [-4.175136089324951, -3.868704080581665, 2.796191930770874]]",walking
"[[8.4268798828125, 2.451456069946289, -0.2298240065574646], [-4.175136089324951, -3.868704080581665, 2.796191930770874]]",walking
"[[8.082143783569336, 1.9151999950408936, -4.0602240562438965], [0.0, -11.682720184326172, 1.953503966331482]]",walking
"[[9.690912246704102, 2.6046719551086426, -1.3406399488449097], [-2.374847888946533, -8.924832344055176, 1.264032006263733]]",walking
"[[9.690912246704102, 2.6046719551086426, -1.3406399488449097], [-2.374847888946533, -8.924832344055176, 1.264032006263733]]",walking
"[[14.249088287353516, 2.528064012527466, -1.1874239444732666], [-1.8768960237503052, -4.443264007568359, -1.6087679862976074]]",walking
"[[14.249088287353516, 2.528064012527466, -1.1874239444732666], [-0.7277759909629822, -8.963135719299316, 1.6853760480880737]]",walking
"[[7.928927898406982, 5.477471828460693, -0.4596480131149292], [-0.7277759909629822, -8.963135719299316, 1.6853760480880737]]",walking
"[[7.928927898406982, 5.477471828460693, -0.4596480131149292], [-0.7277759909629822, -8.963135719299316, 1.6853760480880737]]",walking
"[[7.928927898406982, 5.477471828460693, -0.4596480131149292], [-0.7277759909629822, -8.963135719299316, 1.6853760480880737]]",walking
"[[7.928927898406982, 5.477471828460693, -0.4596480131149292], [-6.664896011352539, -10.571904182434082, -2.374847888946533]]",walking
"[[8.120448112487793, 2.796191930770874, -0.7660800218582153], [-6.664896011352539, -10.571904182434082, -2.374847888946533]]",walking
"[[8.120448112487793, 2.796191930770874, -0.7660800218582153], [-6.664896011352539, -10.571904182434082, -2.374847888946533]]",walking
"[[8.120448112487793, 2.796191930770874, -0.7660800218582153], [1.570464015007019, -12.41049575805664, -4.673088073730469]]",walking
"[[7.699103832244873, 2.5663681030273438, -2.528064012527466], [1.570464015007019, -12.41049575805664, -4.673088073730469]]",walking
"[[7.699103832244873, 2.5663681030273438, -2.528064012527466], [1.570464015007019, -12.41049575805664, -4.673088073730469]]",walking
"[[7.699103832244873, 2.5663681030273438, -2.528064012527466], [1.570464015007019, -12.41049575805664, -4.673088073730469]]",walking
"[[7.699103832244873, 2.5663681030273438, -2.528064012527466], [-2.528064012527466, -9.384480476379395, 0.7660800218582153]]",walking
"[[11.567808151245117, 3.7537920475006104, -0.8043839931488037], [-1.9151999950408936, -4.979519844055176, -2.528064012527466]]",walking
"[[11.567808151245117, 3.7537920475006104, -0.8043839931488037], [-1.9151999950408936, -4.979519844055176, -2.528064012527466]]",walking
"[[11.567808151245117, 3.7537920475006104, -0.8043839931488037], [-12.257280349731445, -11.223072052001953, -0.6128640174865723]]",walking
"[[11.567808151245117, 3.7537920475006104, -0.8043839931488037], [-12.257280349731445, -11.223072052001953, -0.6128640174865723]]",walking
"[[9.690912246704102, 1.7619839906692505, -0.26812800765037537], [-12.257280349731445, -11.223072052001953, -0.6128640174865723]]",walking
"[[9.690912246704102, 1.7619839906692505, -0.26812800765037537], [-12.257280349731445, -11.223072052001953, -0.6128640174865723]]",walking
"[[9.690912246704102, 1.7619839906692505, -0.26812800765037537], [-12.257280349731445, -11.223072052001953, -0.6128640174865723]]",walking
"[[11.108160018920898, 3.2941439151763916, -1.953503966331482], [-1.8002879619598389, -8.15875244140625, 1.0725120306015015]]",walking
"[[11.108160018920898, 3.2941439151763916, -1.953503966331482], [-1.8002879619598389, -8.15875244140625, 1.0725120306015015]]",walking
"[[11.108160018920898, 3.2941439151763916, -1.953503966331482], [-1.8002879619598389, -8.15875244140625, 1.0725120306015015]]",walking
"[[11.108160018920898, 3.2941439151763916, -1.953503966331482], [2.757888078689575, -13.023360252380371, -5.592383861541748]]",walking
"[[9.997344017028809, 2.7195839881896973, -0.15321600437164307], [2.757888078689575, -13.023360252380371, -5.592383861541748]]",walking
"[[9.997344017028809, 2.7195839881896973, -0.15321600437164307], [2.757888078689575, -13.023360252380371, -5.592383861541748]]",walking
"[[9.997344017028809, 2.7195839881896973, -0.15321600437164307], [2.757888078689575, -13.023360252380371, -5.592383861541748]]",walking
"[[9.997344017028809, 2.7195839881896973, -0.15321600437164307], [-1.6853760480880737, -11.721023559570312, 6.281856060028076]]",walking
"[[7.469279766082764, 2.5663681030273438, -2.757888078689575], [-1.6853760480880737, -11.721023559570312, 6.281856060028076]]",walking
"[[7.469279766082764, 2.5663681030273438, -2.757888078689575], [-1.6853760480880737, -11.721023559570312, 6.281856060028076]]",walking
"[[7.469279766082764, 2.5663681030273438, -2.757888078689575], [-1.6853760480880737, -11.721023559570312, 6.281856060028076]]",walking
"[[7.469279766082764, 2.5663681030273438, -2.757888078689575], [-1.9918080568313599, -8.541791915893555, 0.26812800765037537]]",walking
"[[10.303775787353516, 2.757888078689575, -2.106719970703125], [-1.9918080568313599, -8.541791915893555, 0.26812800765037537]]",walking
"[[10.303775787353516, 2.757888078689575, -2.106719970703125], [-1.9918080568313599, -8.541791915893555, 0.26812800765037537]]",walking
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [3.0643200874328613, -19.5350399017334, -10.571904182434082]]",walking
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [3.0643200874328613, -19.5350399017334, -10.571904182434082]]",walking
"[[12.793536186218262, 2.106719970703125, 0.7277759909629822], [3.0643200874328613, -19.5350399017334, -10.571904182434082]]",walking
