Accelerometor Data,Action
"[[9.116352081298828, -0.3447360098361969, -4.443264007568359], [3.3324480056762695, 2.2599360942840576, -6.971327781677246]]",sitting
"[[9.116352081298828, -0.3447360098361969, -4.443264007568359], [3.0260159969329834, 3.10262393951416, -6.741504192352295]]",sitting
"[[8.963135719299316, -0.1149120032787323, -4.596479892730713], [3.0260159969329834, 3.10262393951416, -6.741504192352295]]",sitting
"[[8.963135719299316, -0.1149120032787323, -4.596479892730713], [3.140928030014038, 2.3365440368652344, -6.818111896514893]]",sitting
"[[8.963135719299316, -0.1149120032787323, -4.596479892730713], [3.140928030014038, 2.3365440368652344, -6.818111896514893]]",sitting
"[[9.078047752380371, -0.5745599865913391, -4.481567859649658], [2.9877119064331055, 2.2216320037841797, -6.703199863433838]]",sitting
"[[9.078047752380371, -0.5745599865913391, -4.481567859649658], [2.9877119064331055, 2.2216320037841797, -6.703199863433838]]",sitting
"[[9.078047752380371, -0.5745599865913391, -4.481567859649658], [2.9877119064331055, 2.2216320037841797, -6.703199863433838]]",sitting
"[[8.848223686218262, -0.3447360098361969, -4.443264007568359], [5.247647762298584, 0.6511679887771606, -9.920736312866211]]",sitting
"[[8.848223686218262, -0.3447360098361969, -4.443264007568359], [5.247647762298584, 0.6511679887771606, -9.920736312866211]]",sitting
"[[8.848223686218262, -0.9192960262298584, -4.711391925811768], [5.247647762298584, 0.6511679887771606, -9.920736312866211]]",sitting
"[[8.618399620056152, -0.3447360098361969, -5.247647762298584], [2.757888078689575, 4.328351974487305, -5.822207927703857]]",sitting
"[[8.618399620056152, -0.3447360098361969, -5.247647762298584], [2.757888078689575, 4.328351974487305, -5.822207927703857]]",sitting
"[[8.886528015136719, -0.8809919953346252, -4.979519844055176], [4.788000106811523, 1.4938559532165527, -7.124544143676758]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.443264007568359], [8.120448112487793, -6.703199863433838, -12.065759658813477]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.443264007568359], [5.4391679763793945, -2.374847888946533, -13.25318431854248]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.443264007568359], [5.4391679763793945, -2.374847888946533, -13.25318431854248]]",sitting
"[[8.733311653137207, -0.6511679887771606, -4.481567859649658], [5.4391679763793945, -2.374847888946533, -13.25318431854248]]",sitting
"[[8.733311653137207, -0.6511679887771606, -4.481567859649658], [5.4391679763793945, -2.374847888946533, -13.25318431854248]]",sitting
"[[8.733311653137207, -0.6511679887771606, -4.481567859649658], [8.580096244812012, -9.116352081298828, -14.59382438659668]]",sitting
"[[8.733311653137207, -0.6511679887771606, -4.481567859649658], [8.580096244812012, -9.116352081298828, -14.59382438659668]]",sitting
"[[8.924832344055176, -0.26812800765037537, -4.443264007568359], [8.580096244812012, -9.116352081298828, -14.59382438659668]]",sitting
"[[8.924832344055176, -0.26812800765037537, -4.443264007568359], [4.443264007568359, 1.5321600437164307, -8.465184211730957]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.3666558265686035], [2.9494080543518066, 1.953503966331482, -7.009632110595703]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.3666558265686035], [2.9494080543518066, 1.953503966331482, -7.009632110595703]]",sitting
"[[8.924832344055176, -0.5745599865913391, -4.596479892730713], [2.9111039638519287, 1.8385920524597168, -6.933023929595947]]",sitting
"[[8.924832344055176, -0.5745599865913391, -4.596479892730713], [2.9111039638519287, 1.8385920524597168, -6.933023929595947]]",sitting
"[[8.924832344055176, -0.5745599865913391, -4.596479892730713], [2.9111039638519287, 1.8385920524597168, -6.933023929595947]]",sitting
"[[9.03974437713623, -0.38304001092910767, -4.711391925811768], [2.9111039638519287, 1.8385920524597168, -6.933023929595947]]",sitting
"[[9.03974437713623, -0.38304001092910767, -4.711391925811768], [2.9111039638519287, 1.8385920524597168, -6.933023929595947]]",sitting
"[[9.03974437713623, -0.38304001092910767, -4.711391925811768], [3.179231882095337, 5.056128025054932, -5.668992042541504]]",sitting
"[[9.03974437713623, -0.38304001092910767, -4.711391925811768], [3.179231882095337, 5.056128025054932, -5.668992042541504]]",sitting
"[[9.231264114379883, -0.5362560153007507, -4.4049601554870605], [3.179231882095337, 5.056128025054932, -5.668992042541504]]",sitting
"[[9.231264114379883, -0.5362560153007507, -4.4049601554870605], [3.179231882095337, 5.056128025054932, -5.668992042541504]]",sitting
"[[9.231264114379883, -0.5362560153007507, -4.4049601554870605], [3.179231882095337, 5.056128025054932, -5.668992042541504]]",sitting
"[[9.231264114379883, -0.5362560153007507, -4.4049601554870605], [4.941215991973877, 0.9959040284156799, -11.414591789245605]]",sitting
"[[8.809920310974121, -0.49795201420783997, -4.481567859649658], [4.941215991973877, 0.9959040284156799, -11.414591789245605]]",sitting
"[[8.809920310974121, -0.49795201420783997, -4.481567859649658], [2.7195839881896973, 1.6853760480880737, -7.047935962677002]]",sitting
"[[8.924832344055176, -0.6894720196723938, -4.481567859649658], [2.7195839881896973, 1.6853760480880737, -7.047935962677002]]",sitting
"[[8.924832344055176, -0.6894720196723938, -4.481567859649658], [2.834496021270752, 6.090335845947266, -6.43507194519043]]",sitting
"[[8.924832344055176, -0.6894720196723938, -4.481567859649658], [2.834496021270752, 6.090335845947266, -6.43507194519043]]",sitting
"[[9.116352081298828, -0.5362560153007507, -4.519872188568115], [2.834496021270752, 6.090335845947266, -6.43507194519043]]",sitting
"[[9.116352081298828, -0.5362560153007507, -4.519872188568115], [5.975423812866211, -4.826303958892822, -14.095871925354004]]",sitting
"[[8.924832344055176, -0.3447360098361969, -4.481567859649658], [5.975423812866211, -4.826303958892822, -14.095871925354004]]",sitting
"[[8.924832344055176, -0.3447360098361969, -4.481567859649658], [3.945312023162842, 1.6853760480880737, -8.005536079406738]]",sitting
"[[8.924832344055176, -0.3447360098361969, -4.481567859649658], [3.945312023162842, 1.6853760480880737, -8.005536079406738]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.3666558265686035], [2.9494080543518066, 1.8002879619598389, -7.086239814758301]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.3666558265686035], [2.9494080543518066, 1.8002879619598389, -7.086239814758301]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.3666558265686035], [2.9494080543518066, 1.8002879619598389, -7.086239814758301]]",sitting
"[[8.924832344055176, -0.5362560153007507, -4.788000106811523], [2.9494080543518066, 1.8002879619598389, -7.086239814758301]]",sitting
"[[8.924832344055176, -0.5362560153007507, -4.788000106811523], [4.826303958892822, 1.264032006263733, -7.73740816116333]]",sitting
"[[8.963135719299316, -0.3447360098361969, -4.290048122406006], [4.826303958892822, 1.264032006263733, -7.73740816116333]]",sitting
"[[8.963135719299316, -0.3447360098361969, -4.290048122406006], [4.0602240562438965, 1.4938559532165527, -8.388575553894043]]",sitting
"[[9.001440048217773, -0.6894720196723938, -4.3666558265686035], [4.0602240562438965, 1.4938559532165527, -8.388575553894043]]",sitting
"[[9.001440048217773, -0.6894720196723938, -4.3666558265686035], [3.217535972595215, 5.171040058135986, -6.85641622543335]]",sitting
"[[8.924832344055176, -0.49795201420783997, -4.711391925811768], [3.217535972595215, 5.171040058135986, -6.85641622543335]]",sitting
"[[8.924832344055176, -0.49795201420783997, -4.711391925811768], [3.217535972595215, 5.171040058135986, -6.85641622543335]]",sitting
"[[8.924832344055176, -0.49795201420783997, -4.711391925811768], [3.217535972595215, 5.171040058135986, -6.85641622543335]]",sitting
"[[9.192959785461426, -0.5362560153007507, -4.3666558265686035], [7.31606388092041, -4.788000106811523, -10.725119590759277]]",sitting
"[[9.192959785461426, -0.5362560153007507, -4.3666558265686035], [7.31606388092041, -4.788000106811523, -10.725119590759277]]",sitting
"[[9.192959785461426, -0.5362560153007507, -4.3666558265686035], [4.519872188568115, 1.417248010635376, -8.65670394897461]]",sitting
"[[8.886528015136719, -0.8043839931488037, -4.443264007568359], [4.519872188568115, 1.417248010635376, -8.65670394897461]]",sitting
"[[8.886528015136719, -0.8043839931488037, -4.443264007568359], [2.7195839881896973, 1.723680019378662, -7.2011518478393555]]",sitting
"[[8.886528015136719, -0.4596480131149292, -4.711391925811768], [2.7195839881896973, 1.723680019378662, -7.2011518478393555]]",sitting
"[[8.886528015136719, -0.4596480131149292, -4.711391925811768], [2.7195839881896973, 1.723680019378662, -7.2011518478393555]]",sitting
"[[8.886528015136719, -0.4596480131149292, -4.711391925811768], [2.7195839881896973, 1.723680019378662, -7.2011518478393555]]",sitting
"[[8.886528015136719, -0.4596480131149292, -4.711391925811768], [6.43507194519043, -5.783904075622559, -13.25318431854248]]",sitting
"[[8.886528015136719, -0.3447360098361969, -4.443264007568359], [6.43507194519043, -5.783904075622559, -13.25318431854248]]",sitting
"[[8.886528015136719, -0.3447360098361969, -4.443264007568359], [6.43507194519043, -5.783904075622559, -13.25318431854248]]",sitting
"[[8.886528015136719, -0.3447360098361969, -4.443264007568359], [6.43507194519043, -5.783904075622559, -13.25318431854248]]",sitting
"[[8.886528015136719, -0.3447360098361969, -4.443264007568359], [3.945312023162842, 1.723680019378662, -7.928927898406982]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.945312023162842, 1.723680019378662, -7.928927898406982]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.945312023162842, 1.723680019378662, -7.928927898406982]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.963135719299316, -0.7660800218582153, -4.4049601554870605], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.924832344055176, -0.7277759909629822, -4.519872188568115], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.924832344055176, -0.7277759909629822, -4.519872188568115], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.924832344055176, -0.7277759909629822, -4.519872188568115], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[8.924832344055176, -0.7277759909629822, -4.519872188568115], [3.2558400630950928, 2.068416118621826, -7.31606388092041]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [3.2941439151763916, 4.711391925811768, -7.2394561767578125]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [3.2941439151763916, 4.711391925811768, -7.2394561767578125]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [3.2941439151763916, 4.711391925811768, -7.2394561767578125]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [5.860511779785156, -2.6812798976898193, -13.099967956542969]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [5.860511779785156, -2.6812798976898193, -13.099967956542969]]",sitting
"[[9.154656410217285, -0.6128640174865723, -4.596479892730713], [5.860511779785156, -2.6812798976898193, -13.099967956542969]]",sitting
"[[9.001440048217773, -0.5745599865913391, -4.328351974487305], [2.796191930770874, 2.796191930770874, -7.5458879470825195]]",sitting
"[[9.231264114379883, -0.6128640174865723, -4.596479892730713], [2.796191930770874, 2.796191930770874, -7.5458879470825195]]",sitting
"[[9.231264114379883, -0.6128640174865723, -4.596479892730713], [2.796191930770874, 2.796191930770874, -7.5458879470825195]]",sitting
"[[9.231264114379883, -0.6128640174865723, -4.596479892730713], [4.481567859649658, 1.3406399488449097, -9.26956844329834]]",sitting
"[[9.231264114379883, -0.6128640174865723, -4.596479892730713], [4.481567859649658, 1.3406399488449097, -9.26956844329834]]",sitting
"[[9.231264114379883, -0.6128640174865723, -4.596479892730713], [4.481567859649658, 1.3406399488449097, -9.26956844329834]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.519872188568115], [4.481567859649658, 1.3406399488449097, -9.26956844329834]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.519872188568115], [2.9111039638519287, 1.8385920524597168, -7.124544143676758]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.519872188568115], [2.9111039638519287, 1.8385920524597168, -7.124544143676758]]",sitting
"[[9.001440048217773, -0.6511679887771606, -4.519872188568115], [2.9111039638519287, 1.8385920524597168, -7.124544143676758]]",sitting
"[[8.886528015136719, -0.6511679887771606, -4.519872188568115], [2.9111039638519287, 1.8385920524597168, -7.124544143676758]]",sitting
"[[9.805824279785156, 2.106719970703125, -1.9151999950408936], [1.7619839906692505, -9.346176147460938, 0.6511679887771606]]",standing
"[[9.805824279785156, 2.106719970703125, -1.9151999950408936], [1.8002879619598389, -9.384480476379395, 1.570464015007019]]",standing
"[[9.499391555786133, 2.796191930770874, -1.723680019378662], [1.8002879619598389, -9.384480476379395, 1.570464015007019]]",standing
"[[9.499391555786133, 2.796191930770874, -1.723680019378662], [1.034208059310913, -9.690912246704102, 0.5745599865913391]]",standing
"[[9.001440048217773, 3.6005759239196777, -1.9918080568313599], [1.034208059310913, -9.690912246704102, 0.5745599865913391]]",standing
"[[9.001440048217773, 3.6005759239196777, -1.9918080568313599], [0.5745599865913391, -9.499391555786133, -0.8426880240440369]]",standing
"[[9.001440048217773, 3.6005759239196777, -1.9918080568313599], [0.5745599865913391, -9.499391555786133, -0.8426880240440369]]",standing
"[[9.001440048217773, 3.6005759239196777, -1.9918080568313599], [0.5745599865913391, -9.499391555786133, -0.8426880240440369]]",standing
"[[9.614303588867188, 2.489759922027588, -1.6087679862976074], [1.3023359775543213, -9.461088180541992, 0.9959040284156799]]",standing
"[[9.614303588867188, 2.489759922027588, -1.6087679862976074], [1.3023359775543213, -9.461088180541992, 0.9959040284156799]]",standing
"[[9.53769588470459, 2.9494080543518066, -1.8002879619598389], [1.6470719575881958, -9.499391555786133, 1.417248010635376]]",standing
"[[9.53769588470459, 2.9494080543518066, -1.8002879619598389], [1.6470719575881958, -9.499391555786133, 1.417248010635376]]",standing
"[[9.53769588470459, 2.9494080543518066, -1.8002879619598389], [1.6470719575881958, -9.499391555786133, 1.417248010635376]]",standing
"[[9.53769588470459, 2.9494080543518066, -1.8002879619598389], [0.8043839931488037, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.53769588470459, 2.9494080543518066, -1.8002879619598389], [0.8043839931488037, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.690912246704102, 2.5663681030273438, -1.6470719575881958], [1.0725120306015015, -9.499391555786133, 0.3447360098361969]]",standing
"[[9.690912246704102, 2.5663681030273438, -1.6470719575881958], [1.0725120306015015, -9.499391555786133, 0.3447360098361969]]",standing
"[[9.690912246704102, 2.5663681030273438, -1.6470719575881958], [1.0725120306015015, -9.499391555786133, 0.3447360098361969]]",standing
"[[9.690912246704102, 2.5663681030273438, -1.6470719575881958], [1.417248010635376, -9.53769588470459, 0.5362560153007507]]",standing
"[[8.848223686218262, 4.21343994140625, -0.6128640174865723], [1.417248010635376, -9.53769588470459, 0.5362560153007507]]",standing
"[[8.848223686218262, 4.21343994140625, -0.6128640174865723], [1.417248010635376, -9.53769588470459, 0.5362560153007507]]",standing
"[[8.848223686218262, 4.21343994140625, -0.6128640174865723], [1.417248010635376, -9.53769588470459, 0.5362560153007507]]",standing
"[[8.848223686218262, 4.21343994140625, -0.6128640174865723], [1.3406399488449097, -9.576000213623047, -0.49795201420783997]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [1.3406399488449097, -9.576000213623047, -0.49795201420783997]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [1.3406399488449097, -9.576000213623047, -0.49795201420783997]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [1.3406399488449097, -9.576000213623047, -0.49795201420783997]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [0.8809919953346252, -9.384480476379395, -1.417248010635376]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [0.8809919953346252, -9.384480476379395, -1.417248010635376]]",standing
"[[8.695008277893066, 4.4049601554870605, -2.374847888946533], [0.8809919953346252, -9.384480476379395, -1.417248010635376]]",standing
"[[9.844127655029297, 2.451456069946289, -1.8002879619598389], [0.7660800218582153, -9.576000213623047, -0.3447360098361969]]",standing
"[[9.844127655029297, 2.451456069946289, -1.8002879619598389], [1.6470719575881958, -9.384480476379395, 0.9192960262298584]]",standing
"[[9.844127655029297, 2.451456069946289, -1.8002879619598389], [1.6470719575881958, -9.384480476379395, 0.9192960262298584]]",standing
"[[9.844127655029297, 2.451456069946289, -1.8002879619598389], [1.6470719575881958, -9.384480476379395, 0.9192960262298584]]",standing
"[[9.03974437713623, 3.2941439151763916, -1.3023359775543213], [1.6470719575881958, -9.384480476379395, 0.9192960262298584]]",standing
"[[9.03974437713623, 3.2941439151763916, -1.3023359775543213], [1.8385920524597168, -9.30787181854248, 1.3023359775543213]]",standing
"[[9.422783851623535, 3.3324480056762695, -2.1833279132843018], [1.8385920524597168, -9.30787181854248, 1.3023359775543213]]",standing
"[[9.422783851623535, 3.3324480056762695, -2.1833279132843018], [1.8385920524597168, -9.30787181854248, 1.3023359775543213]]",standing
"[[9.422783851623535, 3.3324480056762695, -2.1833279132843018], [1.8385920524597168, -9.30787181854248, 1.3023359775543213]]",standing
"[[9.422783851623535, 3.3324480056762695, -2.1833279132843018], [1.8002879619598389, -9.231264114379883, 0.8809919953346252]]",standing
"[[9.422783851623535, 3.3324480056762695, -2.1833279132843018], [1.8002879619598389, -9.231264114379883, 0.8809919953346252]]",standing
"[[9.231264114379883, 3.0260159969329834, -2.2982399463653564], [1.8002879619598389, -9.231264114379883, 0.8809919953346252]]",standing
"[[9.231264114379883, 3.0260159969329834, -2.2982399463653564], [1.8002879619598389, -9.231264114379883, 0.8809919953346252]]",standing
"[[9.231264114379883, 3.0260159969329834, -2.2982399463653564], [1.8002879619598389, -9.231264114379883, 0.8809919953346252]]",standing
"[[9.231264114379883, 3.0260159969329834, -2.2982399463653564], [1.6087679862976074, -9.53769588470459, 1.6087679862976074]]",standing
"[[9.03974437713623, 3.792095899581909, -2.145024061203003], [1.6087679862976074, -9.53769588470459, 1.6087679862976074]]",standing
"[[9.03974437713623, 3.792095899581909, -2.145024061203003], [1.6087679862976074, -9.53769588470459, 1.6087679862976074]]",standing
"[[9.03974437713623, 3.792095899581909, -2.145024061203003], [1.6087679862976074, -9.53769588470459, 1.6087679862976074]]",standing
"[[9.03974437713623, 3.792095899581909, -2.145024061203003], [0.8043839931488037, -9.461088180541992, 0.26812800765037537]]",standing
"[[9.03974437713623, 3.485663890838623, -2.145024061203003], [0.8043839931488037, -9.461088180541992, 0.26812800765037537]]",standing
"[[9.03974437713623, 3.485663890838623, -2.145024061203003], [1.2257280349731445, -9.53769588470459, -0.03830400109291077]]",standing
"[[9.192959785461426, 3.6005759239196777, -2.3365440368652344], [1.2257280349731445, -9.53769588470459, -0.03830400109291077]]",standing
"[[9.192959785461426, 3.6005759239196777, -2.3365440368652344], [1.2257280349731445, -9.53769588470459, -0.03830400109291077]]",standing
"[[9.192959785461426, 3.6005759239196777, -2.3365440368652344], [1.2257280349731445, -9.53769588470459, -0.03830400109291077]]",standing
"[[9.192959785461426, 3.6005759239196777, -2.3365440368652344], [0.4596480131149292, -9.576000213623047, 0.03830400109291077]]",standing
"[[9.499391555786133, 3.6005759239196777, -2.6429760456085205], [0.4596480131149292, -9.576000213623047, 0.03830400109291077]]",standing
"[[9.499391555786133, 3.6005759239196777, -2.6429760456085205], [0.4596480131149292, -9.576000213623047, 0.03830400109291077]]",standing
"[[9.499391555786133, 3.6005759239196777, -2.6429760456085205], [0.4596480131149292, -9.576000213623047, 0.03830400109291077]]",standing
"[[9.499391555786133, 3.6005759239196777, -2.6429760456085205], [0.38304001092910767, -9.690912246704102, -1.264032006263733]]",standing
"[[9.26956844329834, 4.098527908325195, -1.953503966331482], [0.38304001092910767, -9.690912246704102, -1.264032006263733]]",standing
"[[9.26956844329834, 4.098527908325195, -1.953503966331482], [0.38304001092910767, -9.690912246704102, -1.264032006263733]]",standing
"[[9.26956844329834, 4.098527908325195, -1.953503966331482], [0.26812800765037537, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.26956844329834, 4.098527908325195, -1.953503966331482], [0.26812800765037537, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.154656410217285, 3.945312023162842, -2.145024061203003], [0.26812800765037537, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.154656410217285, 3.945312023162842, -2.145024061203003], [0.26812800765037537, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.154656410217285, 3.945312023162842, -2.145024061203003], [0.26812800765037537, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.154656410217285, 3.945312023162842, -2.145024061203003], [0.07660800218582153, -9.729215621948242, -1.034208059310913]]",standing
"[[9.26956844329834, 3.830399990081787, -1.953503966331482], [0.07660800218582153, -9.729215621948242, -1.034208059310913]]",standing
"[[9.26956844329834, 3.830399990081787, -1.953503966331482], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.26956844329834, 3.830399990081787, -1.953503966331482], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.26956844329834, 3.830399990081787, -1.953503966331482], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.30787181854248, 3.2941439151763916, -2.6812798976898193], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.30787181854248, 3.2941439151763916, -2.6812798976898193], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.30787181854248, 3.2941439151763916, -2.6812798976898193], [0.42134401202201843, -9.576000213623047, -0.8043839931488037]]",standing
"[[9.30787181854248, 3.2941439151763916, -2.6812798976898193], [0.3447360098361969, -9.461088180541992, 0.2298240065574646]]",standing
"[[9.26956844329834, 3.4090559482574463, -1.9918080568313599], [0.3447360098361969, -9.461088180541992, 0.2298240065574646]]",standing
"[[9.26956844329834, 3.4090559482574463, -1.9918080568313599], [0.3447360098361969, -9.461088180541992, 0.2298240065574646]]",standing
"[[9.26956844329834, 3.4090559482574463, -1.9918080568313599], [0.3447360098361969, -9.461088180541992, 0.2298240065574646]]",standing
"[[9.26956844329834, 3.4090559482574463, -1.9918080568313599], [0.9575999975204468, -9.461088180541992, -0.3447360098361969]]",standing
"[[9.03974437713623, 3.907007932662964, -1.264032006263733], [0.9575999975204468, -9.461088180541992, -0.3447360098361969]]",standing
"[[9.03974437713623, 3.907007932662964, -1.264032006263733], [0.7660800218582153, -9.30787181854248, 1.034208059310913]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [0.7660800218582153, -9.30787181854248, 1.034208059310913]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [0.7660800218582153, -9.30787181854248, 1.034208059310913]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [0.7660800218582153, -9.30787181854248, 1.034208059310913]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [-1.570464015007019, -9.422783851623535, 1.6470719575881958]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [-1.570464015007019, -9.422783851623535, 1.6470719575881958]]",standing
"[[8.886528015136719, 3.830399990081787, -1.570464015007019], [-1.570464015007019, -9.422783851623535, 1.6470719575881958]]",standing
"[[9.231264114379883, 3.3707520961761475, -1.8002879619598389], [-1.570464015007019, -9.422783851623535, 1.6470719575881958]]",standing
"[[9.231264114379883, 3.3707520961761475, -1.8002879619598389], [-1.570464015007019, -9.422783851623535, 1.6470719575881958]]",standing
"[[9.231264114379883, 3.3707520961761475, -1.8002879619598389], [-0.8043839931488037, -9.26956844329834, 1.417248010635376]]",standing
"[[9.231264114379883, 3.3707520961761475, -1.8002879619598389], [-0.8043839931488037, -9.26956844329834, 1.417248010635376]]",standing
"[[9.231264114379883, 2.834496021270752, -2.2216320037841797], [-0.8043839931488037, -9.26956844329834, 1.417248010635376]]",standing
"[[9.231264114379883, 2.834496021270752, -2.2216320037841797], [-0.8043839931488037, -9.26956844329834, 1.417248010635376]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-0.38304001092910767, -9.614303588867188, 2.2982399463653564]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-1.3406399488449097, -9.614303588867188, 1.3406399488449097]]",standing
"[[8.924832344055176, 2.87280011177063, -2.489759922027588], [-1.3406399488449097, -9.614303588867188, 1.3406399488449097]]",standing
"[[9.154656410217285, 3.3707520961761475, -2.9877119064331055], [-1.3406399488449097, -9.614303588867188, 1.3406399488449097]]",standing
"[[8.809920310974121, 3.6005759239196777, -2.796191930770874], [-2.6046719551086426, -9.192959785461426, -0.8426880240440369]]",standing
"[[8.809920310974121, 3.6005759239196777, -2.796191930770874], [-2.6046719551086426, -9.192959785461426, -0.8426880240440369]]",standing
"[[9.26956844329834, 3.6388800144195557, -2.451456069946289], [-2.6046719551086426, -9.192959785461426, -0.8426880240440369]]",standing
"[[9.26956844329834, 3.6388800144195557, -2.451456069946289], [-2.6046719551086426, -9.192959785461426, -0.8426880240440369]]",standing
"[[9.26956844329834, 3.6388800144195557, -2.451456069946289], [-2.6046719551086426, -9.192959785461426, -0.8426880240440369]]",standing
"[[9.26956844329834, 3.6388800144195557, -2.451456069946289], [-2.528064012527466, -9.03974437713623, -0.03830400109291077]]",standing
"[[9.078047752380371, 3.140928030014038, -2.6429760456085205], [-2.528064012527466, -9.03974437713623, -0.03830400109291077]]",standing
"[[9.078047752380371, 3.140928030014038, -2.6429760456085205], [-2.528064012527466, -9.03974437713623, -0.03830400109291077]]",standing
"[[9.26956844329834, 2.7195839881896973, -2.528064012527466], [-1.3023359775543213, -9.422783851623535, 0.9575999975204468]]",standing
"[[9.192959785461426, 2.9494080543518066, -2.6429760456085205], [-1.3023359775543213, -9.422783851623535, 0.9575999975204468]]",standing
"[[9.192959785461426, 2.9494080543518066, -2.6429760456085205], [-0.7277759909629822, -9.346176147460938, 1.4938559532165527]]",standing
"[[9.192959785461426, 2.9494080543518066, -2.6429760456085205], [-0.7277759909629822, -9.346176147460938, 1.4938559532165527]]",standing
"[[9.192959785461426, 2.9494080543518066, -2.6429760456085205], [-0.7277759909629822, -9.346176147460938, 1.4938559532165527]]",standing
"[[9.422783851623535, 2.528064012527466, -2.413151979446411], [-0.7277759909629822, -9.346176147460938, 1.4938559532165527]]",standing
"[[9.422783851623535, 2.528064012527466, -2.413151979446411], [-0.7277759909629822, -9.346176147460938, 1.4938559532165527]]",standing
"[[9.422783851623535, 2.528064012527466, -2.413151979446411], [-0.8809919953346252, -9.461088180541992, 1.2257280349731445]]",standing
"[[9.422783851623535, 2.528064012527466, -2.413151979446411], [-0.8809919953346252, -9.461088180541992, 1.2257280349731445]]",standing
"[[9.422783851623535, 2.87280011177063, -2.5663681030273438], [-0.8809919953346252, -9.461088180541992, 1.2257280349731445]]",standing
